"Name","Rank","Number of Births"
"James","1","688"
"Jack","2","684"
"Conor","3","558"
"Daniel","3","558"
"Sean","5","501"
"Noah","6","446"
"Adam","7","400"
"Oisin","8","398"
"Michael","9","394"
"Luke","10","375"
"Harry","11","374"
"Charlie","12","369"
"Cian","13","344"
"Liam","14","333"
"Thomas","15","328"
"Darragh","16","322"
"Alex","17","320"
"Patrick","18","319"
"Ryan","19","318"
"Finn","20","314"
"Fionn","21","308"
"Cillian","22","298"
"Dylan","23","286"
"Aaron","24","271"
"John","25","269"
"Jamie","26","267"
"David","27","253"
"Ben","28","250"
"Matthew","29","247"
"Oliver","30","244"
"Rian","31","231"
"Tadhg","32","228"
"Jake","33","225"
"Evan","34","216"
"Max","35","214"
"Tom","36","197"
"Jacob","37","195"
"Samuel","38","193"
"Nathan","39","192"
"Kyle","40","191"
"Ethan","41","190"
"Sam","41","190"
"Mason","43","186"
"Joshua","44","179"
"Leo","44","179"
"Oscar","46","172"
"Bobby","47","165"
"Callum","48","162"
"Alexander","49","160"
"William","50","155"
"Joseph","51","153"
"Aidan","52","152"
"Ollie","53","150"
"Alfie","54","149"
"Eoin","55","135"
"Robert","56","132"
"Logan","57","131"
"Benjamin","58","128"
"Leon","58","128"
"Senan","58","128"
"Odhran","58","128"
"Jayden","62","125"
"Lucas","63","123"
"Shane","64","119"
"Cathal","65","116"
"Tommy","66","110"
"Scott","67","103"
"Eoghan","68","101"
"Donnacha","68","101"
"Danny","70","100"
"Ronan","71","99"
"Mark","72","98"
"Andrew","72","98"
"Rory","74","97"
"Tyler","75","94"
"Henry","75","94"
"Billy","77","91"
"Josh","78","88"
"Louis","78","88"
"Shay","78","88"
"Kevin","81","87"
"Daithi","81","87"
"Cormac","83","85"
"Tomas","83","85"
"Muhammad","83","85"
"Anthony","86","84"
"Killian","87","83"
"Martin","87","83"
"Hugo","89","82"
"Ciaran","90","81"
"Edward","90","81"
"Kai","92","79"
"Christopher","93","77"
"Luca","93","77"
"George","93","77"
"Lorcan","96","75"
"Zach","97","74"
"Jason","98","71"
"Dara","98","71"
"Isaac","98","71"
"Sebastian","98","71"
"Peter","102","68"
"Antoni","103","67"
"Eli","104","66"
"Blake","105","65"
"Jakub","106","64"
"Filip","106","64"
"Arthur","106","64"
"Theo","106","64"
"Tadgh","110","63"
"Freddie","111","62"
"Brody","111","62"
"Rhys","113","61"
"Alan","114","60"
"Frankie","114","60"
"Daire","116","59"
"Joe","117","58"
"Archie","117","58"
"Hugh","119","57"
"Caleb","119","57"
"Harrison","119","57"
"Jaxon","122","56"
"Oran","123","54"
"Ruairi","123","54"
"Niall","125","53"
"Nicholas","125","53"
"Eanna","125","53"
"Padraig","128","52"
"Jackson","128","52"
"Sonny","130","51"
"Stephen","131","50"
"Seamus","131","50"
"Cody","131","50"
"Charles","134","49"
"Elliot","134","49"
"Micheal","136","48"
"Conall","136","48"
"Joey","136","48"
"Riley","136","48"
"Kacper","140","47"
"Tiernan","140","47"
"Eric","142","46"
"Dominic","142","46"
"Kayden","142","46"
"Denis","145","45"
"Brian","146","44"
"Kian","147","43"
"Harvey","147","43"
"Christian","149","42"
"Richard","150","41"
"Zack","150","41"
"Reuben","150","41"
"Shea","150","41"
"Jonah","150","41"
"Maximilian","150","41"
"Gearoid","156","40"
"Adrian","156","40"
"Casey","156","40"
"Ross","159","39"
"Philip","159","39"
"Paddy","159","39"
"Diarmuid","162","38"
"Lewis","162","38"
"Gabriel","162","38"
"Oskar","165","37"
"Lee","166","36"
"Calvin","166","36"
"Paul","168","35"
"Reece","168","35"
"Jonathan","168","35"
"Donagh","168","35"
"Iarla","168","35"
"Corey","173","34"
"Jude","173","34"
"Dominik","173","34"
"Robbie","173","34"
"Colm","177","33"
"Caolan","177","33"
"Jan","177","33"
"Frank","177","33"
"Elijah","177","33"
"Franciszek","182","32"
"Iarlaith","182","32"
"Daragh","184","31"
"Timothy","184","31"
"Tiarnan","184","31"
"Elliott","184","31"
"Carter","184","31"
"Cooper","184","31"
"Kieran","190","30"
"Tristan","190","30"
"Donal","190","30"
"Rowan","190","30"
"Ruben","190","30"
"Ted","190","30"
"Simon","196","29"
"Keelan","196","29"
"Marcus","196","29"
"Lukas","196","29"
"Harley","196","29"
"Zachary","201","28"
"Conan","201","28"
"Will","201","28"
"Marcel","201","28"
"Zac","201","28"
"Wiktor","201","28"
"Flynn","201","28"
"Paidi","201","28"
"Gavin","209","27"
"Dean","209","27"
"Darren","209","27"
"Gerard","209","27"
"Theodore","209","27"
"Cameron","214","26"
"Victor","214","26"
"Austin","214","26"
"Aiden","214","26"
"Calum","218","25"
"Owen","218","25"
"Jordan","218","25"
"Jesse","218","25"
"Myles","218","25"
"Aleksander","218","25"
"Dawid","224","24"
"Pearse","224","24"
"Aodhan","224","24"
"Cole","224","24"
"Fabian","224","24"
"Dan","229","23"
"Robin","229","23"
"Damian","229","23"
"Mikolaj","232","22"
"Lochlann","232","22"
"Julian","232","22"
"Hunter","232","22"
"Arlo","232","22"
"Jay","237","21"
"Naoise","237","21"
"Nicolas","237","21"
"Natan","237","21"
"Cayden","237","21"
"Ezra","237","21"
"Parker","237","21"
"Teddy","237","21"
"Brandon","245","20"
"Brendan","245","20"
"Declan","245","20"
"Toby","245","20"
"Ali","245","20"
"Ruadhan","245","20"
"Felix","245","20"
"Milo","245","20"
"Frederick","245","20"
"Patryk","254","19"
"Szymon","254","19"
"Vincent","254","19"
"Nikodem","254","19"
"Louie","254","19"
"Levi","254","19"
"Elias","254","19"
"Bruno","254","19"
"Jayce","254","19"
"Bradley","263","18"
"Francis","263","18"
"Johnny","263","18"
"Michal","263","18"
"Ibrahim","263","18"
"Xavier","263","18"
"Lachlan","263","18"
"Dawson","263","18"
"Olly","263","18"
"Dillon","272","17"
"Lennon","272","17"
"Fiachra","272","17"
"Noel","272","17"
"Padraic","272","17"
"Matas","272","17"
"Donnchadh","272","17"
"Maxim","272","17"
"Feidhlim","272","17"
"Tymon","272","17"
"Mateo","272","17"
"Colin","283","16"
"Connor","283","16"
"Mateusz","283","16"
"Emmet","283","16"
"Eamonn","283","16"
"Mohammad","283","16"
"Maksymilian","283","16"
"Davin","283","16"
"Sean Og","283","16"
"Tobias","283","16"
"Art","283","16"
"Ruan","283","16"
"Carson","283","16"
"Faolan","283","16"
"Lochlan","283","16"
"Joel","298","15"
"Olivier","298","15"
"Conn","298","15"
"Mikey","298","15"
