"Name","Rank","Number of Births"
"Emily","1","459"
"Emma","2","393"
"Grace","3","371"
"Amelia","3","371"
"Sophie","5","364"
"Lucy","6","349"
"Hannah","7","338"
"Mia","8","325"
"Ava","9","315"
"Chloe","10","304"
"Olivia","11","294"
"Anna","12","293"
"Lily","13","289"
"Ella","14","286"
"Saoirse","15","281"
"Kate","16","261"
"Aoife","17","256"
"Sophia","18","245"
"Sarah","19","244"
"Ellie","20","243"
"Fiadh","21","242"
"Sadie","22","224"
"Caoimhe","23","223"
"Evie","24","212"
"Robyn","25","200"
"Isabelle","26","197"
"Holly","27","195"
"Katie","28","193"
"Leah","29","192"
"Freya","29","192"
"Zoe","31","189"
"Molly","32","185"
"Ruby","33","169"
"Cara","34","162"
"Alice","35","160"
"Lauren","36","152"
"Roisin","37","151"
"Jessica","38","150"
"Eva","39","144"
"Isla","40","143"
"Ciara","41","139"
"Charlotte","42","138"
"Sofia","43","137"
"Amy","44","136"
"Layla","45","135"
"Julia","46","133"
"Niamh","47","132"
"Isabella","48","130"
"Clodagh","49","129"
"Eabha","50","125"
"Faye","50","125"
"Sienna","52","122"
"Zara","53","117"
"Millie","54","115"
"Maria","55","112"
"Harper","56","111"
"Alannah","57","110"
"Erin","58","109"
"Eve","58","109"
"Elizabeth","60","105"
"Sadhbh","61","104"
"Abigail","62","98"
"Laura","63","97"
"Emilia","63","97"
"Rebecca","65","96"
"Rose","65","96"
"Aoibheann","67","95"
"Aoibhin","68","94"
"Maisie","68","94"
"Kayla","70","93"
"Aoibhinn","71","92"
"Maya","71","92"
"Clara","73","91"
"Annie","74","89"
"Amber","75","85"
"Meabh","76","81"
"Abbie","77","80"
"Willow","77","80"
"Ellen","79","79"
"Georgia","80","77"
"Aria","81","76"
"Aine","82","75"
"Heidi","82","75"
"Hazel","84","71"
"Lena","85","68"
"Rachel","86","67"
"Megan","86","67"
"Aisling","86","67"
"Victoria","89","66"
"Pippa","89","66"
"Mary","91","64"
"Lara","91","64"
"Hanna","91","64"
"Rosie","91","64"
"Lilly","95","63"
"Madison","95","63"
"Daisy","95","63"
"Evelyn","95","63"
"Ailbhe","99","62"
"Nina","99","62"
"Mollie","99","62"
"Esme","99","62"
"Nicole","103","60"
"Mila","104","58"
"Eimear","105","57"
"Matilda","106","56"
"Poppy","106","56"
"Lexi","108","55"
"Bonnie","108","55"
"Penny","108","55"
"Isabel","111","54"
"Alexandra","111","54"
"Annabelle","111","54"
"Bella","114","53"
"Kayleigh","115","52"
"Sara","115","52"
"Hollie","115","52"
"Paige","118","51"
"Doireann","119","50"
"Cora","119","50"
"Lucia","121","49"
"Aoibhe","122","48"
"Muireann","122","48"
"Maja","122","48"
"Lola","125","47"
"Tara","126","46"
"Jane","126","46"
"Laoise","128","45"
"Elena","128","45"
"Ruth","130","44"
"Hayley","130","44"
"Eleanor","130","44"
"Maeve","133","43"
"Eliza","133","43"
"Penelope","133","43"
"Fia","136","42"
"Phoebe","137","41"
"Ada","137","41"
"Elsie","137","41"
"Callie","137","41"
"Ivy","137","41"
"Nora","142","40"
"Darcy","142","40"
"Liliana","142","40"
"Orlaith","145","39"
"Alison","145","39"
"Zuzanna","145","39"
"Siun","145","39"
"Zoey","145","39"
"Elise","145","39"
"Brooke","151","38"
"Orla","152","37"
"Alanna","152","37"
"Caitlin","154","36"
"Natalia","154","36"
"Stella","154","36"
"Darcie","154","36"
"Isobel","158","35"
"Beth","158","35"
"Maia","158","35"
"Luna","158","35"
"Mya","162","33"
"Nadia","162","33"
"Summer","162","33"
"Jasmine","165","32"
"Margaret","165","32"
"Siofra","165","32"
"Naoise","165","32"
"Maggie","165","32"
"Tess","170","31"
"Priya","170","31"
"Aimee","172","30"
"Naomi","172","30"
"Ayla","172","30"
"Alicja","172","30"
"Arianna","172","30"
"Harley","172","30"
"Sinead","178","29"
"Juliet","178","29"
"Kara","178","29"
"Lacey","178","29"
"Lottie","178","29"
"Riley","178","29"
"Alicia","184","28"
"Catherine","184","28"
"Carly","184","28"
"Savannah","184","28"
"Lana","184","28"
"Alisha","189","27"
"Amelie","189","27"
"Helena","189","27"
"Zofia","189","27"
"Scarlett","189","27"
"Nancy","189","27"
"Roise","189","27"
"Nell","189","27"
"Farrah","189","27"
"Thea","189","27"
"Juliette","199","26"
"Skye","199","26"
"April","199","26"
"Nevaeh","199","26"
"Hallie","199","26"
"Hailey","199","26"
"Michaela","205","25"
"Melissa","205","25"
"Cassie","205","25"
"Maebh","205","25"
"Robin","205","25"
"Indie","205","25"
"Taylor","211","24"
"Jennifer","211","24"
"Vanessa","211","24"
"Julie","211","24"
"Keeva","211","24"
"Teagan","211","24"
"Nessa","211","24"
"Alexa","211","24"
"Katelyn","219","23"
"Casey","219","23"
"Kathleen","219","23"
"Alyssa","219","23"
"Caragh","219","23"
"Aaliyah","219","23"
"Blaithin","219","23"
"Arya","219","23"
"Florence","219","23"
"Lydia","228","22"
"Gracie","228","22"
"Eloise","228","22"
"Lillie","228","22"
"Pearl","228","22"
"Grainne","233","21"
"Bridget","233","21"
"Una","233","21"
"Daria","233","21"
"Neasa","233","21"
"Cleo","233","21"
"Annalise","233","21"
"Ariana","233","21"
"Abby","241","20"
"Fiona","241","20"
"Jade","241","20"
"Martha","241","20"
"Aoibh","241","20"
"Hope","241","20"
"Iris","241","20"
"Aurora","241","20"
"Shauna","249","19"
"Tori","249","19"
"Lexie","249","19"
"Rhea","249","19"
"Beatrice","249","19"
"Tessa","249","19"
"Antonina","249","19"
"Edith","249","19"
"Maddison","249","19"
"Frankie","249","19"
"Siomha","249","19"
"Michelle","260","18"
"Jodie","260","18"
"Carla","260","18"
"Joanna","260","18"
"Leila","260","18"
"Rosa","260","18"
"Connie","260","18"
"Lyla","260","18"
"Harriet","260","18"
"Pola","260","18"
"Eden","260","18"
"Quinn","260","18"
"Alex","272","17"
"Danielle","272","17"
"Ali","272","17"
"Moya","272","17"
"Aleksandra","272","17"
"Stephanie","272","17"
"Libby","272","17"
"Gabriela","272","17"
"Samantha","272","17"
"Charlie","272","17"
"Halle","272","17"
"Anastasia","272","17"
"Dara","272","17"
"Izabella","272","17"
"Amira","272","17"
"Bianca","272","17"
"Olive","272","17"
"Oliwia","289","16"
"Faith","289","16"
"Riona","289","16"
"Claudia","289","16"
"Katherine","289","16"
"Ann","289","16"
"Lia","289","16"
"Imogen","289","16"
"Mabel","289","16"
"May","289","16"
"Alexis","289","16"
"Nova","289","16"
"Shannon","301","15"
"Louise","301","15"
"Wiktoria","301","15"
"Jenna","301","15"
"Cliodhna","301","15"
"Eadaoin","301","15"
"Diana","301","15"
"Sally","301","15"
"Kyra","301","15"
"Ana","301","15"
"Ria","301","15"
"Meghan","301","15"
"Belle","301","15"
"Alba","301","15"
"Maci","301","15"
"Sorcha","316","14"
"Alana","316","14"
"Helen","316","14"
"Allie","316","14"
"Esther","316","14"
"Darcey","316","14"
"Lila","316","14"
"Valentina","316","14"
"Heather","324","13"
"Gemma","324","13"
"Emer","324","13"
"Ashley","324","13"
"Karolina","324","13"
"Brianna","324","13"
"Natalie","324","13"
"Caroline","324","13"
"Elle","324","13"
"Emilie","324","13"
"Lillian","324","13"
"Milena","324","13"
"Vivienne","324","13"
"Polly","324","13"
"Neala","324","13"
"Kaja","324","13"
"Kitty","324","13"
"Lisa","341","12"
"Kelsey","341","12"
"Bronagh","341","12"
"Aideen","341","12"
"Nikola","341","12"
"Lea","341","12"
"Laila","341","12"
"Kasey","341","12"
"Aisha","341","12"
"Gabriella","341","12"
"Elisa","341","12"
"Mae","341","12"
"Iga","341","12"
"Antonia","341","12"
"Aifric","341","12"
"Eirinn","341","12"
"Eala","341","12"
"Eibhlin","341","12"
"Emmie","341","12"
"Khloe","341","12"
"Maddie","341","12"
"Tilly","341","12"
"Piper","341","12"
"Rylee","341","12"
"Nicola","365","11"
"Claire","365","11"
"Yasmin","365","11"
"Sasha","365","11"
"Keela","365","11"
"Meadhbh","365","11"
"Annabel","365","11"
"Charley","365","11"
"Ailish","365","11"
"Demi","365","11"
"Melanie","365","11"
"Klaudia","365","11"
"Louisa","365","11"
"Jessie","365","11"
"Mai","365","11"
"Kornelia","365","11"
"Elodie","365","11"
"Emelia","365","11"
"Kaylee","365","11"
"Liadh","365","11"
"Milana","365","11"
"Zahra","365","11"
"Arabella","365","11"
"Aurelia","365","11"
"Aubree","365","11"
"Avery","365","11"
"Leja","365","11"
"Rebeca","365","11"
"Violet","365","11"
"Aubrey","365","11"
"Brooklyn","365","11"
"Andrea","396","10"
"Abbey","396","10"
"Chelsea","396","10"
"Siobhan","396","10"
"Keira","396","10"
"Kacey","396","10"
"Beibhinn","396","10"
"Weronika","396","10"
"Alesha","396","10"
"Karina","396","10"
"Erika","396","10"
"Joanne","396","10"
"Cadhla","396","10"
"Pia","396","10"
"Angela","396","10"
"Eileen","396","10"
"Madeline","396","10"
"Zainab","396","10"
"Makayla","396","10"
"Mary-Kate","396","10"
"Kali","396","10"
"Saorla","396","10"
"Billie","396","10"
"Elsa","396","10"
"Rebeka","396","10"
"Saibh","396","10"
"Maisy","396","10"
"Lilianna","396","10"
"Pixie","396","10"
"Saorlaith","396","10"
"Skyler","396","10"
"Theodora","396","10"
"Margot","396","10"
"Roxanne","396","10"
"Kelly","430","9"
"Abi","430","9"
"Leanne","430","9"
"Shona","430","9"
"Christina","430","9"
"Dearbhla","430","9"
"Patricia","430","9"
"Blathnaid","430","9"
"Tia","430","9"
"Elisha","430","9"
"Ally","430","9"
"India","430","9"
"Josephine","430","9"
"Caitlyn","430","9"
"Lorna","430","9"
"Alisa","430","9"
"Emilija","430","9"
"Martina","430","9"
"Iseult","430","9"
"Teresa","430","9"
"Kaya","430","9"
"Klara","430","9"
"Livia","430","9"
"Michalina","430","9"
"Aida","430","9"
"Jagoda","430","9"
"Mackenzie","430","9"
"Anastazja","430","9"
"Aibhlinn","430","9"
"Amaya","430","9"
"Ayda","430","9"
"Bailey","430","9"
"Cali","430","9"
"Juno","430","9"
"Kaia","430","9"
"Marcelina","430","9"
"Sofija","430","9"
"Haniya","430","9"
"Philippa","430","9"
"Skylar","430","9"
"Bowie","430","9"
"Keelin","471","8"
"Kaitlyn","471","8"
"Angel","471","8"
"Erica","471","8"
"Amanda","471","8"
"Cliona","471","8"
"Karen","471","8"
"Fatima","471","8"
"Marie","471","8"
"Mairead","471","8"
"Sadbh","471","8"
"Caoilinn","471","8"
"Clare","471","8"
"Jamie","471","8"
"Adriana","471","8"
"Daniela","471","8"
"Kiara","471","8"
"Noemi","471","8"
"Seren","471","8"
"Addison","471","8"
"Aoileann","471","8"
"Eile","471","8"
"Miya","471","8"
"Rita","471","8"
"Hana","471","8"
"Alessia","471","8"
"Carley","471","8"
"Delia","471","8"
"Eliana","471","8"
"Rosanna","471","8"
"Alina","471","8"
"Amalia","471","8"
"Audrey","471","8"
"Autumn","471","8"
"Etain","471","8"
"Liadan","471","8"
"Amelija","471","8"
"Croia","471","8"
"Ella-Rose","471","8"
"Ide","471","8"
"Lily Rose","471","8"
"Macy","471","8"
"Mara","471","8"
"Nela","471","8"
"Ryleigh","471","8"
"Salma","471","8"
"Adeline","471","8"
"Anaya","471","8"
"Arina","471","8"
"Ida","471","8"
"Indianna","471","8"
"Noreen","471","8"
"Aylin","471","8"
"Chantelle","524","7"
"Rihanna","524","7"
"Kiera","524","7"
"Bethany","524","7"
"Lucie","524","7"
"Paulina","524","7"
"Serena","524","7"
"Veronica","524","7"
"Marta","524","7"
"Caoilfhionn","524","7"
"Gabriele","524","7"
"Kaci","524","7"
"Ema","524","7"
"Evelina","524","7"
"Genevieve","524","7"
"Katelynn","524","7"
"Myah","524","7"
"Zarah","524","7"
"Alexia","524","7"
"Edie","524","7"
"Iona","524","7"
"Agata","524","7"
"Austeja","524","7"
"Maryam","524","7"
"Paula","524","7"
"Reiltin","524","7"
"Veronika","524","7"
"Aela","524","7"
"Aya","524","7"
"Sofie","524","7"
"Amina","524","7"
"Cait","524","7"
"Ellie-May","524","7"
"Giulia","524","7"
"Norah","524","7"
"Bebhinn","524","7"
"Bobbi","524","7"
"Matylda","524","7"
"Alia","524","7"
"Amelia-Rose","524","7"
"Beau","524","7"
"Camille","524","7"
"Croiadh","524","7"
"Elin","524","7"
"Emmy","524","7"
"Kaiya","524","7"
"Lilah","524","7"
"Marnie","524","7"
"Sianna","524","7"
"Vilte","524","7"
"Esmee","524","7"
"Indiana","524","7"
"Nel","524","7"
"Roza","524","7"
"Harleigh","524","7"
"Leona","579","6"
"Gabrielle","579","6"
"Martyna","579","6"
"Avril","579","6"
"Kerri","579","6"
"Sandra","579","6"
"Joy","579","6"
"Dominika","579","6"
"Enya","579","6"
"Leyla","579","6"
"Miriam","579","6"
"Deirbhile","579","6"
"Johanna","579","6"
"Greta","579","6"
"Nia","579","6"
"Samanta","579","6"
"Winnie","579","6"
"Ayesha","579","6"
"Rosemary","579","6"
"Kyla","579","6"
"Gloria","579","6"
"Kira","579","6"
"Aliya","579","6"
"Chiara","579","6"
"Eireann","579","6"
"Lina","579","6"
"Anabel","579","6"
"Anais","579","6"
"Destiny","579","6"
"Gwen","579","6"
"Aliza","579","6"
"Alma","579","6"
"Farah","579","6"
"Frances","579","6"
"Gaia","579","6"
"Adela","579","6"
"Agnes","579","6"
"Amara","579","6"
"Arwen","579","6"
"Blanka","579","6"
"Carragh","579","6"
"Chanel","579","6"
"Elia","579","6"
"Ella-Mae","579","6"
"Ellie-Mae","579","6"
"Georgie","579","6"
"Indie-Rose","579","6"
"Joni","579","6"
"Kenzie","579","6"
"Liana","579","6"
"Macey","579","6"
"Miah","579","6"
"Raisa","579","6"
"Rosalie","579","6"
"Rowan","579","6"
"Sonia","579","6"
"Talia","579","6"
"Annabella","579","6"
"Ariah","579","6"
"Charleigh","579","6"
"Delilah","579","6"
"Freyja","579","6"
"Lilly-mae","579","6"
"Lily-May","579","6"
"Mira","579","6"
"Ophelia","579","6"
"Riadh","579","6"
"Stefania","579","6"
"Eabhaoin","579","6"
"Harlee","579","6"
"Aodhla","579","6"
"Wynter","579","6"
"Natasha","651","5"
"Tegan","651","5"
"Jorja","651","5"
"Linda","651","5"
"Sabrina","651","5"
"Patrycja","651","5"
"Brid","651","5"
"Mariam","651","5"
"Anne","651","5"
"Francesca","651","5"
"Madeleine","651","5"
"Stacey","651","5"
"Aibhe","651","5"
"Mikayla","651","5"
"Sarah-Jane","651","5"
"Julianne","651","5"
"Laragh","651","5"
"Morgan","651","5"
"Orna","651","5"
"Adele","651","5"
"Christine","651","5"
"Colleen","651","5"
"Elaine","651","5"
"Hayleigh","651","5"
"Judy","651","5"
"Kacie","651","5"
"Mariah","651","5"
"Simona","651","5"
"Eilis","651","5"
"Leigha","651","5"
"Regan","651","5"
"Romy","651","5"
"Selena","651","5"
"Tiana","651","5"
"Anya","651","5"
"Carolina","651","5"
"Dervla","651","5"
"Irene","651","5"
"Joan","651","5"
"Kylie","651","5"
"Leia","651","5"
"Adrianna","651","5"
"Aedin","651","5"
"Alesia","651","5"
"Astrid","651","5"
"Izzy","651","5"
"Juliana","651","5"
"Kallie","651","5"
"Lidia","651","5"
"Luiza","651","5"
"Camilla","651","5"
"Candice","651","5"
"Dakota","651","5"
"Dorota","651","5"
"Dorothy","651","5"
"Ella Rose","651","5"
"Gaja","651","5"
"Indy","651","5"
"Lily-Mae","651","5"
"Macie","651","5"
"Marley","651","5"
"Realtin","651","5"
"Sheila","651","5"
"Susanna","651","5"
"Tierna","651","5"
"Viktoria","651","5"
"Alena","651","5"
"Alyssia","651","5"
"Ava-rose","651","5"
"Carys","651","5"
"Darla","651","5"
"Esmay","651","5"
"Fianna","651","5"
"Kyah","651","5"
"Mina","651","5"
"Pennie","651","5"
"Polina","651","5"
"Priscilla","651","5"
"Rayna","651","5"
"Riya","651","5"
"Rosaleen","651","5"
"Santana","651","5"
"Faya","651","5"
"Kellie","734","4"
"Nadine","734","4"
"Keeley","734","4"
"Ashling","734","4"
"Daniella","734","4"
"Carrie","734","4"
"Kamila","734","4"
"Caitriona","734","4"
"Isobelle","734","4"
"Ashleigh","734","4"
"Blessing","734","4"
"Angelina","734","4"
"Caoilainn","734","4"
"Kerrie","734","4"
"Tianna","734","4"
"Valerie","734","4"
"Alexandria","734","4"
"Dayna","734","4"
"Kimberly","734","4"
"Britney","734","4"
"Jean","734","4"
"Milly","734","4"
"Teegan","734","4"
"Celine","734","4"
"Denise","734","4"
"Jana","734","4"
"Katrina","734","4"
"Mary Kate","734","4"
"Monica","734","4"
"Nelly","734","4"
"Teigan","734","4"
"Angelica","734","4"
"Cassandra","734","4"
"Ceola","734","4"
"Estera","734","4"
"Fern","734","4"
"Julianna","734","4"
"Kadie","734","4"
"Kinga","734","4"
"Larissa","734","4"
"Marissa","734","4"
"Alva","734","4"
"Anita","734","4"
"Ceili","734","4"
"Elyse","734","4"
"Izabela","734","4"
"Jia","734","4"
"Lainey","734","4"
"Lily-Rose","734","4"
"Selina","734","4"
"Wendy","734","4"
"Alissa","734","4"
"Allison","734","4"
"Andreja","734","4"
"Bria","734","4"
"Cecilia","734","4"
"Ellie-Mai","734","4"
"Katarzyna","734","4"
"Kaydee","734","4"
"Khadija","734","4"
"Lois","734","4"
"Makenzie","734","4"
"Anabelle","734","4"
"Averie","734","4"
"Barbara","734","4"
"Breda","734","4"
"Cailin","734","4"
"Charlee","734","4"
"Felicity","734","4"
"Harlow","734","4"
"Indi","734","4"
"Isabela","734","4"
"Josie","734","4"
"Lucja","734","4"
"Manuela","734","4"
"Marika","734","4"
"Melania","734","4"
"Melisa","734","4"
"Melody","734","4"
"Migle","734","4"
"Moira","734","4"
"Noor","734","4"
"Ramona","734","4"
"Reagan","734","4"
"Sibeal","734","4"
"Siena","734","4"
"Thalia","734","4"
"Vivian","734","4"
"Adalynn","734","4"
"Arielle","734","4"
"Aveen","734","4"
"Aysha","734","4"
"Betty","734","4"
"Blair","734","4"
"Dania","734","4"
"Eila","734","4"
"Ellis","734","4"
"Elora","734","4"
"Erinn","734","4"
"Fausta","734","4"
"Flora","734","4"
"Hiba","734","4"
"Indigo","734","4"
"Ioana","734","4"
"Irina","734","4"
"Jayda","734","4"
"Jayde","734","4"
"Jude","734","4"
"Kailey","734","4"
"Leana","734","4"
"Leen","734","4"
"Leya","734","4"
"Lilyanna","734","4"
"Luciana","734","4"
"Mariana","734","4"
"Marianna","734","4"
"Mckenzie","734","4"
"Meadow","734","4"
"Mia-Rose","734","4"
"Milan","734","4"
"Miruna","734","4"
"Myla","734","4"
"Nellie","734","4"
"Nicoleta","734","4"
"Sierra","734","4"
"Everly","734","4"
"Romi","734","4"
"Elara","734","4"
"Hoorain","734","4"
"Naya","734","4"
"Tuiren","734","4"
"Harlie","734","4"
"Harlyn","734","4"
"Haya","734","4"
"Jessa","734","4"
"Ruby-Rose","734","4"
"Sloane","734","4"
"Vada","734","4"
"Vaida","734","4"
"Sharon","873","3"
"Edel","873","3"
"Gabija","873","3"
"Jill","873","3"
"Nikita","873","3"
"Shania","873","3"
"Aislinn","873","3"
"Toni","873","3"
